state_name,report_date,Medicaid_Enrollment
Hawaii,06/01/2018,338832
Idaho,06/01/2018,273002
Illinois,06/01/2018,2989709
Indiana,06/01/2018,1296701
Iowa,06/01/2018,661148
Kansas,06/01/2018,389737
Kentucky,06/01/2018,1343781
Louisiana,06/01/2018,1450391
Maine,06/01/2018,230488
Maryland,06/01/2018,1312067
Massachusetts,06/01/2018,1650364
Michigan,06/01/2018,2357089
Minnesota,06/01/2018,1086788
Mississippi,06/01/2018,630719
Missouri,06/01/2018,972388
Montana,06/01/2018,280768
Nebraska,06/01/2018,248886
Nevada,06/01/2018,643455
New Hampshire,06/01/2018,185529
New Jersey,06/01/2018,1786522
New Mexico,06/01/2018,737816
New York,06/01/2018,6132759
North Carolina,06/01/2018,1779044
North Dakota,06/01/2018,94285
Ohio,06/01/2018,2742460
Oklahoma,06/01/2018,734328
Oregon,06/01/2018,973948
Pennsylvania,06/01/2018,3037148
Rhode Island,06/01/2018,310875
South Carolina,06/01/2018,1027262
South Dakota,06/01/2018,112319
Tennessee,06/01/2018,1482362
Texas,06/01/2018,4358677
Utah,06/01/2018,297967
Vermont,06/01/2018,162899
Virginia,06/01/2018,1044206
Washington,06/01/2018,1758911
West Virginia,06/01/2018,531632
Wisconsin,06/01/2018,1033955
Wyoming,06/01/2018,59331
United States,07/01/2018,72422498
Alabama,07/01/2018,898978
Alaska,07/01/2018,211609
Arizona,07/01/2018,1688791
Arkansas,07/01/2018,839797
California,07/01/2018,12059138
Colorado,07/01/2018,1341768
Connecticut,07/01/2018,845276
Delaware,07/01/2018,231090
District of Columbia,07/01/2018,254646
Florida,07/01/2018,3729831
Georgia,07/01/2018,1874411
Hawaii,07/01/2018,337722
Idaho,07/01/2018,274741
Illinois,07/01/2018,2974380
Indiana,07/01/2018,1298138
Iowa,07/01/2018,662978
Kansas,07/01/2018,386547
Kentucky,07/01/2018,1339911
Louisiana,07/01/2018,1449055
Maine,07/01/2018,230826
Maryland,07/01/2018,1312271
Massachusetts,07/01/2018,1627391
Michigan,07/01/2018,2355527
Minnesota,07/01/2018,1086267
Mississippi,07/01/2018,628519
Missouri,07/01/2018,956346
Montana,07/01/2018,280638
Nebraska,07/01/2018,248379
Nevada,07/01/2018,655533
New Hampshire,07/01/2018,185233
New Jersey,07/01/2018,1788090
New Mexico,07/01/2018,736359
New York,07/01/2018,6152207
North Carolina,07/01/2018,1772526
North Dakota,07/01/2018,93970
Ohio,07/01/2018,2727615
Oklahoma,07/01/2018,739877
Oregon,07/01/2018,972808
Pennsylvania,07/01/2018,3033379
Rhode Island,07/01/2018,311231
South Carolina,07/01/2018,1030392
South Dakota,07/01/2018,112018
Tennessee,07/01/2018,1443541
Texas,07/01/2018,4355227
Utah,07/01/2018,296702
Vermont,07/01/2018,162726
Virginia,07/01/2018,1046260
Washington,07/01/2018,1758023
West Virginia,07/01/2018,531913
Wisconsin,07/01/2018,1032239
Wyoming,07/01/2018,59658
United States,08/01/2018,72288048
Alabama,08/01/2018,901806
Alaska,08/01/2018,211945
Arizona,08/01/2018,1691877
Arkansas,08/01/2018,840382
California,08/01/2018,12055099
Colorado,08/01/2018,1345880
Connecticut,08/01/2018,847023
Delaware,08/01/2018,231919
District of Columbia,08/01/2018,254123
Florida,08/01/2018,3729920
Georgia,08/01/2018,1815109
Hawaii,08/01/2018,336795
Idaho,08/01/2018,276978
Illinois,08/01/2018,2978597
Indiana,08/01/2018,1298988
Iowa,08/01/2018,667019
Kansas,08/01/2018,384606
Kentucky,08/01/2018,1337833
Louisiana,08/01/2018,1455451
Maine,08/01/2018,230634
Maryland,08/01/2018,1314590
Massachusetts,08/01/2018,1622812
Michigan,08/01/2018,2352398
Minnesota,08/01/2018,1082325
Mississippi,08/01/2018,625242
Missouri,08/01/2018,956869
Montana,08/01/2018,281233
Nebraska,08/01/2018,249042
Nevada,08/01/2018,646973
New Hampshire,08/01/2018,185159
New Jersey,08/01/2018,1776276
New Mexico,08/01/2018,734378
New York,08/01/2018,6148840
North Carolina,08/01/2018,1769228
North Dakota,08/01/2018,95077
Ohio,08/01/2018,2717014
Oklahoma,08/01/2018,736945
Oregon,08/01/2018,972190
Pennsylvania,08/01/2018,3032672
Rhode Island,08/01/2018,312377
South Carolina,08/01/2018,1041709
South Dakota,08/01/2018,112015
Tennessee,08/01/2018,1384347
Texas,08/01/2018,4362456
Utah,08/01/2018,297259
Vermont,08/01/2018,162742
Virginia,08/01/2018,1046885
Washington,08/01/2018,1753275
West Virginia,08/01/2018,531566
Wisconsin,08/01/2018,1032565
Wyoming,08/01/2018,59605
United States,09/01/2018,72059845
Alabama,09/01/2018,904670
Alaska,09/01/2018,210368
Arizona,09/01/2018,1697061
Arkansas,09/01/2018,816144
California,09/01/2018,12011621
Colorado,09/01/2018,1346964
Connecticut,09/01/2018,847594
Delaware,09/01/2018,231952
District of Columbia,09/01/2018,253373
Florida,09/01/2018,3724654
Georgia,09/01/2018,1808021
Hawaii,09/01/2018,334678
Idaho,09/01/2018,278382
Illinois,09/01/2018,2955094
Indiana,09/01/2018,1294772
Iowa,09/01/2018,668278
Kansas,09/01/2018,384737
Kentucky,09/01/2018,1326250
Louisiana,09/01/2018,1457989
Maine,09/01/2018,231268
Maryland,09/01/2018,1312423
Massachusetts,09/01/2018,1622460
Michigan,09/01/2018,2347955
Minnesota,09/01/2018,1079754
Mississippi,09/01/2018,624659
Missouri,09/01/2018,945063
Montana,09/01/2018,280737
Nebraska,09/01/2018,248524
Nevada,09/01/2018,644952
New Hampshire,09/01/2018,184595
New Jersey,09/01/2018,1765952
New Mexico,09/01/2018,729632
New York,09/01/2018,6122141
North Carolina,09/01/2018,1767914
North Dakota,09/01/2018,92922
Ohio,09/01/2018,2712441
Oklahoma,09/01/2018,735297
Oregon,09/01/2018,972150
Pennsylvania,09/01/2018,3016323
Rhode Island,09/01/2018,310961
South Carolina,09/01/2018,1039508
South Dakota,09/01/2018,111336
Tennessee,09/01/2018,1388863
Texas,09/01/2018,4354009
Utah,09/01/2018,294766
Vermont,09/01/2018,161260
Virginia,09/01/2018,1046208
Washington,09/01/2018,1746303
West Virginia,09/01/2018,528360
Wisconsin,09/01/2018,1029055
Wyoming,09/01/2018,59452
United States,10/01/2018,72043756
Alabama,10/01/2018,910539
Alaska,10/01/2018,211746
Arizona,10/01/2018,1693508
Arkansas,10/01/2018,819894
California,10/01/2018,11984993
Colorado,10/01/2018,1337106
Connecticut,10/01/2018,847899
Delaware,10/01/2018,232137
District of Columbia,10/01/2018,253592
Florida,10/01/2018,3728146
Georgia,10/01/2018,1813129
Hawaii,10/01/2018,332940
Idaho,10/01/2018,278870
Illinois,10/01/2018,2922367
Indiana,10/01/2018,1351020
Iowa,10/01/2018,670980
Kansas,10/01/2018,390123
Kentucky,10/01/2018,1319906
Louisiana,10/01/2018,1462452
Maine,10/01/2018,231660
Maryland,10/01/2018,1311435
Massachusetts,10/01/2018,1627353
Michigan,10/01/2018,2346180
Minnesota,10/01/2018,1073312
Mississippi,10/01/2018,620534
Missouri,10/01/2018,929692
Montana,10/01/2018,279846
Nebraska,10/01/2018,247560
Nevada,10/01/2018,644810
New Hampshire,10/01/2018,183733
New Jersey,10/01/2018,1753711
New Mexico,10/01/2018,732566
New York,10/01/2018,6144607
North Carolina,10/01/2018,1761267
North Dakota,10/01/2018,92526
Ohio,10/01/2018,2700034
Oklahoma,10/01/2018,737360
Oregon,10/01/2018,976814
Pennsylvania,10/01/2018,3014811
Rhode Island,10/01/2018,311844
South Carolina,10/01/2018,1043092
South Dakota,10/01/2018,111179
Tennessee,10/01/2018,1393623
Texas,10/01/2018,4351367
Utah,10/01/2018,293642
Vermont,10/01/2018,161162
Virginia,10/01/2018,1048180
Washington,10/01/2018,1745542
West Virginia,10/01/2018,526393
Wisconsin,10/01/2018,1027307
Wyoming,10/01/2018,59267
United States,11/01/2018,71809497
Alabama,11/01/2018,908877
Alaska,11/01/2018,213702
Arizona,11/01/2018,1701640
Arkansas,11/01/2018,796053
California,11/01/2018,11954943
Colorado,11/01/2018,1327166
Connecticut,11/01/2018,852186
Delaware,11/01/2018,232123
District of Columbia,11/01/2018,254173
Florida,11/01/2018,3709647
Georgia,11/01/2018,1813852
Hawaii,11/01/2018,331712
Idaho,11/01/2018,280331
Illinois,11/01/2018,2893666
Indiana,11/01/2018,1294593
Iowa,11/01/2018,672057
Kansas,11/01/2018,389662
Kentucky,11/01/2018,1320770
Louisiana,11/01/2018,1513587
Maine,11/01/2018,232585
Maryland,11/01/2018,1313879
Massachusetts,11/01/2018,1616486
Michigan,11/01/2018,2334785
Minnesota,11/01/2018,1070989
Mississippi,11/01/2018,620984
Missouri,11/01/2018,916981
Montana,11/01/2018,279041
Nebraska,11/01/2018,244380
Nevada,11/01/2018,639840
New Hampshire,11/01/2018,184130
New Jersey,11/01/2018,1741615
New Mexico,11/01/2018,732931
New York,11/01/2018,6127197
North Carolina,11/01/2018,1767371
North Dakota,11/01/2018,91378
Ohio,11/01/2018,2678997
Oklahoma,11/01/2018,732400
Oregon,11/01/2018,977643
Pennsylvania,11/01/2018,3012915
Rhode Island,11/01/2018,309688
South Carolina,11/01/2018,1043301
South Dakota,11/01/2018,110803
Tennessee,11/01/2018,1388072
Texas,11/01/2018,4324332
Utah,11/01/2018,291759
Vermont,11/01/2018,159616
Virginia,11/01/2018,1049654
Washington,11/01/2018,1749321
West Virginia,11/01/2018,523186
Wisconsin,11/01/2018,1023702
Wyoming,11/01/2018,58796
United States,12/01/2018,71716108
Alabama,12/01/2018,906216
Alaska,12/01/2018,211912
Arizona,12/01/2018,1700470
Arkansas,12/01/2018,795700
California,12/01/2018,11927676
Colorado,12/01/2018,1320924
Connecticut,12/01/2018,855943
Delaware,12/01/2018,232712
District of Columbia,12/01/2018,254275
Florida,12/01/2018,3703423
Georgia,12/01/2018,1821852
Hawaii,12/01/2018,331075
Idaho,12/01/2018,280570
Illinois,12/01/2018,2860188
Indiana,12/01/2018,1289880
Iowa,12/01/2018,673062
Kansas,12/01/2018,389535
Kentucky,12/01/2018,1316741
Louisiana,12/01/2018,1534410
Maine,12/01/2018,237733
Maryland,12/01/2018,1316115
Massachusetts,12/01/2018,1615849
Michigan,12/01/2018,2333409
Minnesota,12/01/2018,1069346
Mississippi,12/01/2018,620567
Missouri,12/01/2018,911302
Montana,12/01/2018,279675
Nebraska,12/01/2018,247510
Nevada,12/01/2018,636208
New Hampshire,12/01/2018,184476
New Jersey,12/01/2018,1738183
New Mexico,12/01/2018,734168
New York,12/01/2018,6136166
North Carolina,12/01/2018,1763338
North Dakota,12/01/2018,91072
Ohio,12/01/2018,2650773
Oklahoma,12/01/2018,728153
Oregon,12/01/2018,979447
Pennsylvania,12/01/2018,3011424
Rhode Island,12/01/2018,311254
South Carolina,12/01/2018,1044270
South Dakota,12/01/2018,110749
Tennessee,12/01/2018,1396575
Texas,12/01/2018,4308644
Utah,12/01/2018,288403
Vermont,12/01/2018,160114
Virginia,12/01/2018,1053309
Washington,12/01/2018,1752230
West Virginia,12/01/2018,520930
Wisconsin,12/01/2018,1020034
Wyoming,12/01/2018,58118
United States,01/01/2019,71825120
Alabama,01/01/2019,910087
Alaska,01/01/2019,216175
Arizona,01/01/2019,1701450
Arkansas,01/01/2019,791648
California,01/01/2019,11914394
Colorado,01/01/2019,1310744
Connecticut,01/01/2019,861977
Delaware,01/01/2019,232614
District of Columbia,01/01/2019,253658
Florida,01/01/2019,3679990
Georgia,01/01/2019,1838259
Hawaii,01/01/2019,330410
Idaho,01/01/2019,267944
Illinois,01/01/2019,2844317
Indiana,01/01/2019,1293082
Iowa,01/01/2019,673101
Kansas,01/01/2019,390420
Kentucky,01/01/2019,1314498
Louisiana,01/01/2019,1551791
Maine,01/01/2019,242300
Maryland,01/01/2019,1327948
Massachusetts,01/01/2019,1581392
Michigan,01/01/2019,2335095
Minnesota,01/01/2019,1057747
Mississippi,01/01/2019,621789
Missouri,01/01/2019,907896
Montana,01/01/2019,280455
Nebraska,01/01/2019,246966
Nevada,01/01/2019,635194
New Hampshire,01/01/2019,183652
New Jersey,01/01/2019,1730812
New Mexico,01/01/2019,734585
New York,01/01/2019,6138988
North Carolina,01/01/2019,1754020
North Dakota,01/01/2019,91060
Ohio,01/01/2019,2650556
Oklahoma,01/01/2019,730160
Oregon,01/01/2019,983156
Pennsylvania,01/01/2019,3016820
Rhode Island,01/01/2019,309557
South Carolina,01/01/2019,1048346
South Dakota,01/01/2019,111178
Tennessee,01/01/2019,1402412
Texas,01/01/2019,4297684
Utah,01/01/2019,288016
Vermont,01/01/2019,158440
Virginia,01/01/2019,1237262
Washington,01/01/2019,1745055
West Virginia,01/01/2019,520510
Wisconsin,01/01/2019,1021451
Wyoming,01/01/2019,58059
United States,02/01/2019,71783241
Alabama,02/01/2019,912951
Alaska,02/01/2019,217468
Arizona,02/01/2019,1701411
Arkansas,02/01/2019,790831
California,02/01/2019,11884268
Colorado,02/01/2019,1308718
Connecticut,02/01/2019,862725
Delaware,02/01/2019,232772
District of Columbia,02/01/2019,253823
Florida,02/01/2019,3678155
Georgia,02/01/2019,1835052
Hawaii,02/01/2019,331889
Idaho,02/01/2019,269916
Illinois,02/01/2019,2824308
Indiana,02/01/2019,1301210
Iowa,02/01/2019,673768
Kansas,02/01/2019,380638
Kentucky,02/01/2019,1314153
Louisiana,02/01/2019,1550782
Maine,02/01/2019,245584
Maryland,02/01/2019,1315090
Massachusetts,02/01/2019,1583143
Michigan,02/01/2019,2356612
Minnesota,02/01/2019,1053901
Mississippi,02/01/2019,621825
Missouri,02/01/2019,904987
Montana,02/01/2019,280624
Nebraska,02/01/2019,247508
Nevada,02/01/2019,633325
New Hampshire,02/01/2019,182131
New Jersey,02/01/2019,1727697
New Mexico,02/01/2019,734425
New York,02/01/2019,6123733
North Carolina,02/01/2019,1754170
North Dakota,02/01/2019,90765
Ohio,02/01/2019,2649262
Oklahoma,02/01/2019,729622
Oregon,02/01/2019,985423
Pennsylvania,02/01/2019,3010265
Rhode Island,02/01/2019,305218
South Carolina,02/01/2019,1050510
South Dakota,02/01/2019,111231
Tennessee,02/01/2019,1431682
Texas,02/01/2019,4283333
Utah,02/01/2019,287932
Vermont,02/01/2019,157910
Virginia,02/01/2019,1251260
Washington,02/01/2019,1737215
West Virginia,02/01/2019,520691
Wisconsin,02/01/2019,1033735
Wyoming,02/01/2019,57594
United States,03/01/2019,71752631
Alabama,03/01/2019,912015
Alaska,03/01/2019,217793
Arizona,03/01/2019,1703074
Arkansas,03/01/2019,793914
California,03/01/2019,11874143
Colorado,03/01/2019,1301526
Connecticut,03/01/2019,867305
Delaware,03/01/2019,232357
District of Columbia,03/01/2019,254384
Florida,03/01/2019,3655668
Georgia,03/01/2019,1832021
Hawaii,03/01/2019,329688
Idaho,03/01/2019,271203
Illinois,03/01/2019,2800206
Indiana,03/01/2019,1303468
Iowa,03/01/2019,673063
Kansas,03/01/2019,381525
Kentucky,03/01/2019,1312071
Louisiana,03/01/2019,1554421
Maine,03/01/2019,248538
Maryland,03/01/2019,1318895
Massachusetts,03/01/2019,1587397
Michigan,03/01/2019,2347936
Minnesota,03/01/2019,1050156
Mississippi,03/01/2019,621824
Missouri,03/01/2019,899476
Montana,03/01/2019,278685
Nebraska,03/01/2019,247508
Nevada,03/01/2019,632884
New Hampshire,03/01/2019,181447
New Jersey,03/01/2019,1729014
New Mexico,03/01/2019,734229
New York,03/01/2019,6122371
North Carolina,03/01/2019,1748628
North Dakota,03/01/2019,91995
Ohio,03/01/2019,2650993
Oklahoma,03/01/2019,724011
Oregon,03/01/2019,988001
Pennsylvania,03/01/2019,3017489
Rhode Island,03/01/2019,304979
South Carolina,03/01/2019,1053679
South Dakota,03/01/2019,110982
Tennessee,03/01/2019,1440284
Texas,03/01/2019,4278690
Utah,03/01/2019,287706
Vermont,03/01/2019,156965
Virginia,03/01/2019,1291923
Washington,03/01/2019,1731946
West Virginia,03/01/2019,517729
Wisconsin,03/01/2019,1028591
Wyoming,03/01/2019,57835
United States,04/01/2019,71604157
Alabama,04/01/2019,909189
Alaska,04/01/2019,218972
Arizona,04/01/2019,1702739
Arkansas,04/01/2019,798105
California,04/01/2019,11824373
Colorado,04/01/2019,1290326
Connecticut,04/01/2019,863051
Delaware,04/01/2019,231788
District of Columbia,04/01/2019,254683
Florida,04/01/2019,3662149
Georgia,04/01/2019,1837180
Hawaii,04/01/2019,329868
Idaho,04/01/2019,272589
Illinois,04/01/2019,2815518
Indiana,04/01/2019,1307782
Iowa,04/01/2019,673656
Kansas,04/01/2019,371638
Kentucky,04/01/2019,1308749
Louisiana,04/01/2019,1484622
Maine,04/01/2019,250604
Maryland,04/01/2019,1320216
Massachusetts,04/01/2019,1593290
Michigan,04/01/2019,2334794
Minnesota,04/01/2019,1050235
Mississippi,04/01/2019,621816
Missouri,04/01/2019,886669
Montana,04/01/2019,277567
Nebraska,04/01/2019,247318
Nevada,04/01/2019,632525
New Hampshire,04/01/2019,180751
New Jersey,04/01/2019,1727206
New Mexico,04/01/2019,733956
New York,04/01/2019,6113738
North Carolina,04/01/2019,1747084
North Dakota,04/01/2019,90593
Ohio,04/01/2019,2653809
Oklahoma,04/01/2019,731009
Oregon,04/01/2019,987718
Pennsylvania,04/01/2019,3017274
Rhode Island,04/01/2019,303377
South Carolina,04/01/2019,1054717
South Dakota,04/01/2019,110889
Tennessee,04/01/2019,1437084
Texas,04/01/2019,4231596
Utah,04/01/2019,308788
Vermont,04/01/2019,156170
Virginia,04/01/2019,1305392
Washington,04/01/2019,1727598
West Virginia,04/01/2019,517138
Wisconsin,04/01/2019,1038232
Wyoming,04/01/2019,58027
United States,05/01/2019,71504423
Alabama,05/01/2019,908668
Alaska,05/01/2019,220384
Arizona,05/01/2019,1697945
Arkansas,05/01/2019,795017
California,05/01/2019,11798654
Colorado,05/01/2019,1290573
Connecticut,05/01/2019,862405
Delaware,05/01/2019,231598
District of Columbia,05/01/2019,254935
Florida,05/01/2019,3654076
Georgia,05/01/2019,1837888
Hawaii,05/01/2019,329422
Idaho,05/01/2019,273856
Illinois,05/01/2019,2818182
Indiana,05/01/2019,1307314
Iowa,05/01/2019,674047
Kansas,05/01/2019,371887
Kentucky,05/01/2019,1309202
Louisiana,05/01/2019,1475709
Maine,05/01/2019,252018
Maryland,05/01/2019,1323085
Massachusetts,05/01/2019,1597005
Michigan,05/01/2019,2318205
Minnesota,05/01/2019,1047145
Mississippi,05/01/2019,620955
Missouri,05/01/2019,874683
Montana,05/01/2019,275834
Nebraska,05/01/2019,246014
Nevada,05/01/2019,632772
New Hampshire,05/01/2019,179771
New Jersey,05/01/2019,1726025
New Mexico,05/01/2019,736120
New York,05/01/2019,6112649
North Carolina,05/01/2019,1745341
North Dakota,05/01/2019,92207
Ohio,05/01/2019,2657633
Oklahoma,05/01/2019,730110
Oregon,05/01/2019,986415
Pennsylvania,05/01/2019,3014563
Rhode Island,05/01/2019,301912
South Carolina,05/01/2019,1055008
South Dakota,05/01/2019,111113
Tennessee,05/01/2019,1458386
Texas,05/01/2019,4180837
Utah,05/01/2019,309977
Vermont,05/01/2019,156055
Virginia,05/01/2019,1314268
Washington,05/01/2019,1723449
West Virginia,05/01/2019,516475
Wisconsin,05/01/2019,1040023
Wyoming,05/01/2019,56608
United States,06/01/2019,71405014
Alabama,06/01/2019,911855
Alaska,06/01/2019,221746
Arizona,06/01/2019,1705679
Arkansas,06/01/2019,794025
California,06/01/2019,11744007
Colorado,06/01/2019,1287236
Connecticut,06/01/2019,858543
Delaware,06/01/2019,230930
District of Columbia,06/01/2019,254774
Florida,06/01/2019,3650441
Georgia,06/01/2019,1841182
Hawaii,06/01/2019,329106
Idaho,06/01/2019,274946
Illinois,06/01/2019,2826169
Indiana,06/01/2019,1305610
Iowa,06/01/2019,676777
Kansas,06/01/2019,370030
Kentucky,06/01/2019,1307424
Louisiana,06/01/2019,1446623
Maine,06/01/2019,254957
Maryland,06/01/2019,1322426
Massachusetts,06/01/2019,1598924
Michigan,06/01/2019,2305833
Minnesota,06/01/2019,1045238
Mississippi,06/01/2019,620078
Missouri,06/01/2019,864141
Montana,06/01/2019,273144
Nebraska,06/01/2019,245673
Nevada,06/01/2019,631512
New Hampshire,06/01/2019,178783
New Jersey,06/01/2019,1727705
New Mexico,06/01/2019,734948
New York,06/01/2019,6083528
North Carolina,06/01/2019,1742944
North Dakota,06/01/2019,90107
Ohio,06/01/2019,2647530
Oklahoma,06/01/2019,729196
Oregon,06/01/2019,984652
Pennsylvania,06/01/2019,3004032
Rhode Island,06/01/2019,300759
South Carolina,06/01/2019,1055203
South Dakota,06/01/2019,110442
Tennessee,06/01/2019,1494208
Texas,06/01/2019,4200139
Utah,06/01/2019,309007
Vermont,06/01/2019,155139
Virginia,06/01/2019,1324237
Washington,06/01/2019,1721540
West Virginia,06/01/2019,515142
Wisconsin,06/01/2019,1040697
Wyoming,06/01/2019,56047
United States,07/01/2019,71470366
Alabama,07/01/2019,915545
Alaska,07/01/2019,223117
Arizona,07/01/2019,1715655
Arkansas,07/01/2019,798044
California,07/01/2019,11743500
Colorado,07/01/2019,1280142
Connecticut,07/01/2019,857415
Delaware,07/01/2019,231586
District of Columbia,07/01/2019,256101
Florida,07/01/2019,3657394
Georgia,07/01/2019,1848553
Hawaii,07/01/2019,328393
Idaho,07/01/2019,265493
Illinois,07/01/2019,2843003
Indiana,07/01/2019,1308473
Iowa,07/01/2019,678370
Kansas,07/01/2019,370250
Kentucky,07/01/2019,1307459
Louisiana,07/01/2019,1451896
Maine,07/01/2019,257603
Maryland,07/01/2019,1326315
Massachusetts,07/01/2019,1591370
Michigan,07/01/2019,2305227
Minnesota,07/01/2019,1046325
Mississippi,07/01/2019,620982
Missouri,07/01/2019,860768
Montana,07/01/2019,270280
Nebraska,07/01/2019,246175
Nevada,07/01/2019,632838
New Hampshire,07/01/2019,178761
New Jersey,07/01/2019,1721103
New Mexico,07/01/2019,735977
New York,07/01/2019,6097811
North Carolina,07/01/2019,1738840
North Dakota,07/01/2019,89895
Ohio,07/01/2019,2642614
Oklahoma,07/01/2019,735152
Oregon,07/01/2019,986744
Pennsylvania,07/01/2019,3007088
Rhode Island,07/01/2019,301142
South Carolina,07/01/2019,1058406
South Dakota,07/01/2019,110329
Tennessee,07/01/2019,1488836
Texas,07/01/2019,4202466
Utah,07/01/2019,309995
Vermont,07/01/2019,154546
Virginia,07/01/2019,1336892
Washington,07/01/2019,1722799
West Virginia,07/01/2019,516488
Wisconsin,07/01/2019,1040306
Wyoming,07/01/2019,55904
United States,08/01/2019,71476820
Alabama,08/01/2019,918316
Alaska,08/01/2019,221946
Arizona,08/01/2019,1722540
Arkansas,08/01/2019,798839
California,08/01/2019,11752681
Colorado,08/01/2019,1282442
Connecticut,08/01/2019,855505
Delaware,08/01/2019,231674
District of Columbia,08/01/2019,255952
Florida,08/01/2019,3652059
Georgia,08/01/2019,1851137
Hawaii,08/01/2019,328923
Idaho,08/01/2019,259850
Illinois,08/01/2019,2840200
Indiana,08/01/2019,1310142
Iowa,08/01/2019,678991
Kansas,08/01/2019,372977
Kentucky,08/01/2019,1308837
Louisiana,08/01/2019,1477275
Maine,08/01/2019,258555
Maryland,08/01/2019,1328343
Massachusetts,08/01/2019,1581338
Michigan,08/01/2019,2297921
Minnesota,08/01/2019,1047075
Mississippi,08/01/2019,620620
Missouri,08/01/2019,855620
Montana,08/01/2019,268150
Nebraska,08/01/2019,246846
Nevada,08/01/2019,631562
New Hampshire,08/01/2019,178753
New Jersey,08/01/2019,1711670
New Mexico,08/01/2019,737226
New York,08/01/2019,6074851
North Carolina,08/01/2019,1737811
North Dakota,08/01/2019,89842
Ohio,08/01/2019,2635260
Oklahoma,08/01/2019,730878
Oregon,08/01/2019,986569
Pennsylvania,08/01/2019,3008789
Rhode Island,08/01/2019,301223
South Carolina,08/01/2019,1058179
South Dakota,08/01/2019,110043
Tennessee,08/01/2019,1494262
Texas,08/01/2019,4216809
Utah,08/01/2019,310235
Vermont,08/01/2019,154020
Virginia,08/01/2019,1346606
Washington,08/01/2019,1722416
West Virginia,08/01/2019,516500
Wisconsin,08/01/2019,1043194
Wyoming,08/01/2019,55368
United States,09/01/2019,71488576
Alabama,09/01/2019,919209
Alaska,09/01/2019,221587
Arizona,09/01/2019,1725477
Arkansas,09/01/2019,800799
California,09/01/2019,11728031
Colorado,09/01/2019,1282653
Connecticut,09/01/2019,855043
Delaware,09/01/2019,231251
District of Columbia,09/01/2019,252102
Florida,09/01/2019,3648067
Georgia,09/01/2019,1851830
Hawaii,09/01/2019,327674
Idaho,09/01/2019,262616
Illinois,09/01/2019,2842807
Indiana,09/01/2019,1313352
Iowa,09/01/2019,678361
Kansas,09/01/2019,373564
Kentucky,09/01/2019,1303867
Louisiana,09/01/2019,1490723
Maine,09/01/2019,259396
Maryland,09/01/2019,1327889
Massachusetts,09/01/2019,1593385
Michigan,09/01/2019,2305079
Minnesota,09/01/2019,1044529
Mississippi,09/01/2019,620324
Missouri,09/01/2019,857228
Montana,09/01/2019,266931
Nebraska,09/01/2019,247368
Nevada,09/01/2019,631033
New Hampshire,09/01/2019,178759
New Jersey,09/01/2019,1711647
New Mexico,09/01/2019,739346
New York,09/01/2019,6084517
North Carolina,09/01/2019,1783490
